sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1435,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04a6,/SL03a_GE10_01/BS04a6,$.Sales Invoice.Invoice.(Transaction) Amount.Currency,SalInvci.TrnscAmt.Cur,,
1436,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04a6_01,/SL03a_GE10_01/BS04a6_01,$.Sales Invoice.Invoice.(Transaction) Amount.Currency.Code,SalInvci.TrnscAmt.Cur.Cd,,
1437,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS02l,/SL03a_GE10_01/BS02l,$.Sales Invoice.Invoice.Business Segment,SalInvci.BusSg,,
1438,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS02l_01,/SL03a_GE10_01/BS02l/BS02l_01,$.Sales Invoice.Invoice.Business Segment.Code,SalInvci.BusSg.Cd,,
1439,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS02l_03,/SL03a_GE10_01/BS02l/BS02l_03,$.Sales Invoice.Invoice.Business Segment.Segment Reference Level,SalInvci.BusSg.SgRefLevl,,
1440,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,Tax,GE15f,/SL03a_GE10_01/GE15f,$.Sales Invoice.Invoice.Tax,SalInvci.Tx,,
1441,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS10m,/SL03a_GE10_01/GE15f/BS10m,$.Sales Invoice.Invoice.Tax.(Credit) Ledger Account,SalInvci.Tx.CrdtLedgrAcnt,,
1442,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Credit) Ledger Account,BS10m_01,/SL03a_GE10_01/GE15f/BS10m_01,$.Sales Invoice.Invoice.Tax.(Credit) Ledger Account.Account Number,SalInvci.Tx.CrdtLedgrAcnt.AcntNr,,
1443,3,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Debit) Ledger Account,BS10n,/SL03a_GE10_01/GE15f/BS10n,$.Sales Invoice.Invoice.Tax.(Debit) Ledger Account,SalInvci.Tx.DebtLedgrAcnt,,
1444,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Debit) Ledger Account,BS10n_01,/SL03a_GE10_01/GE15f/BS10n_01,$.Sales Invoice.Invoice.Tax.(Debit) Ledger Account.Account Number,SalInvci.Tx.DebtLedgrAcnt.AcntNr,,
1445,3,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Sales,42,Tax Type,BS21f,/SL03a_GE10_01/GE15f/BS21f,$.Sales Invoice.Invoice.Tax.Tax Type,SalInvci.Tx.TxTyp,,
1446,4,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Sales,42,Tax Type,BS21f_01,/SL03a_GE10_01/GE15f/BS21f_01,$.Sales Invoice.Invoice.Tax.Tax Type.Code,SalInvci.Tx.TxTyp.Cd,,
1447,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Local) Amount,GE04a5,/SL03a_GE10_01/GE15f/GE04a5,$.Sales Invoice.Invoice.Tax.(Local) Amount,SalInvci.Tx.LclAmt,,
1448,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Local) Amount,GE04a5_01,/SL03a_GE10_01/GE15f/GE04a5_01,$.Sales Invoice.Invoice.Tax.(Local) Amount.Value,SalInvci.Tx.LclAmt.Val,,
1449,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04a7,/SL03a_GE10_01/GE15f/BS04a7,$.Sales Invoice.Invoice.Tax.(Local) Amount.Currency,SalInvci.Tx.LclAmt.Cur,,
1450,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04a7_01,/SL03a_GE10_01/GE15f/BS04a7_01,$.Sales Invoice.Invoice.Tax.(Local) Amount.Currency.Code,SalInvci.Tx.LclAmt.Cur.Cd,,
1451,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE04a6,/SL03a_GE10_01/GE15f/GE04a6,$.Sales Invoice.Invoice.Tax.(Transaction) Amount,SalInvci.Tx.TrnscAmt,,
1452,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE04a6_01,/SL03a_GE10_01/GE15f/GE04a6_01,$.Sales Invoice.Invoice.Tax.(Transaction) Amount.Value,SalInvci.Tx.TrnscAmt.Val,,
1453,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04a8,/SL03a_GE10_01/GE15f/BS04a8,$.Sales Invoice.Invoice.Tax.(Transaction) Amount.Currency,SalInvci.Tx.TrnscAmt.Cur,,
1454,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04a8_01,/SL03a_GE10_01/GE15f/BS04a8_01,$.Sales Invoice.Invoice.Tax.(Transaction) Amount.Currency.Code,SalInvci.Tx.TrnscAmt.Cur.Cd,,
1455,1,C,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line within an invoice.,Sales,0,ID,SL04a_GE11_01,/SL04a_GE11_01,$.Sales Invoice Line.Invoice Line.ID,SalInvoiLninvLn.Id,,
1456,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line within an invoice.,Sales,0,Invoice Line,SL04b_GE11_01,/SL04a_GE11_01/SL04b_GE11_01,$.Sales Invoice Line.Invoice Line.ID,SalInvoiLninvLn.Id,,
1457,2,A,,Number,Char,0..1,Char Short,The number for a particular line of an invoice.,Sales,0,Invoice Line,SL04c_GE11_02,/SL04a_GE11_01/SL04c_GE11_02,$.Sales Invoice Line.Invoice Line.Number,SalInvoiLninvLn.Nr,,
1458,2,A,,Grouping Code,Char,0..1,Char Long,The code that consolidates related line items within an invoice for batch processing or organizational purposes within an ERP system.,Sales,0,Invoice Line,SL04d_GE11_03,/SL04a_GE11_01/SL04d_GE11_03,$.Sales Invoice Line.Invoice Line.Grouping Code,SalInvoiLninvLn.GrpCd,,
1459,2,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Sales,125,Inventory Product,IV01e,/SL04a_GE11_01/IV01e,$.Sales Invoice Line.Invoice Line.Inventory Product,SalInvoiLninvLn.InvPrdct,,
1460,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Sales,125,Inventory Product,IV01e_01,/SL04a_GE11_01/IV01e_01,$.Sales Invoice Line.Invoice Line.Inventory Product.ID,SalInvoiLninvLn.InvPrdct.Id,,
1461,2,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS10o,/SL04a_GE11_01/BS10o,$.Sales Invoice Line.Invoice Line.(Credit) Ledger Account,SalInvoiLninvLn.CrdtLedgrAcnt,,
1462,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Credit) Ledger Account,BS10o_01,/SL04a_GE11_01/BS10o_01,$.Sales Invoice Line.Invoice Line.(Credit) Ledger Account.Account Number,SalInvoiLninvLn.CrdtLedgrAcnt.AcntNr,,
1463,2,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Debit) Ledger Account,BS10p,/SL04a_GE11_01/BS10p,$.Sales Invoice Line.Invoice Line.(Debit) Ledger Account,SalInvoiLninvLn.DebtLedgrAcnt,,
1464,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Debit) Ledger Account,BS10p_01,/SL04a_GE11_01/BS10p_01,$.Sales Invoice Line.Invoice Line.(Debit) Ledger Account.Account Number,SalInvoiLninvLn.DebtLedgrAcnt.AcntNr,,
1465,2,C,,(Tax Exclude) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Exclude) Amount,GE04a7,/SL04a_GE11_01/GE04a7,$.Sales Invoice Line.Invoice Line.(Tax Exclude) Amount,SalInvoiLninvLn.TaxExcldAmt,,
1466,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Exclude) Amount,GE04a7_01,/SL04a_GE11_01/GE04a7_01,$.Sales Invoice Line.Invoice Line.(Tax Exclude) Amount.Value,SalInvoiLninvLn.TaxExcldAmt.Val,,
1467,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04a9,/SL04a_GE11_01/BS04a9,$.Sales Invoice Line.Invoice Line.(Tax Exclude) Amount.Currency,SalInvoiLninvLn.TaxExcldAmt.Cur,,
1468,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04a9_01,/SL04a_GE11_01/BS04a9_01,$.Sales Invoice Line.Invoice Line.(Tax Exclude) Amount.Currency.Code,SalInvoiLninvLn.TaxExcldAmt.Cur.Cd,,
1469,2,C,,(Tax Exclude Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Exclude Unit Price) Amount,GE04a8,/SL04a_GE11_01/GE04a8,$.Sales Invoice Line.Invoice Line.(Tax Exclude Unit Price) Amount,SalInvoiLninvLn.TaxExclUntPrcAmt,,
1470,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Exclude Unit Price) Amount,GE04a8_01,/SL04a_GE11_01/GE04a8_01,$.Sales Invoice Line.Invoice Line.(Tax Exclude Unit Price) Amount.Value,SalInvoiLninvLn.TaxExclUntPrcAmt.Val,,
1471,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04aa,/SL04a_GE11_01/BS04aa,$.Sales Invoice Line.Invoice Line.(Tax Exclude Unit Price) Amount.Currency,SalInvoiLninvLn.TaxExclUntPrcAmt.Cur,,
1472,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04aa_01,/SL04a_GE11_01/BS04aa_01,$.Sales Invoice Line.Invoice Line.(Tax Exclude Unit Price) Amount.Currency.Code,SalInvoiLninvLn.TaxExclUntPrcAmt.Cur.Cd,,
1473,2,C,,(Tax Include) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Include) Amount,GE04a9,/SL04a_GE11_01/GE04a9,$.Sales Invoice Line.Invoice Line.(Tax Include) Amount,SalInvoiLninvLn.TaxIncldAmt,,
1474,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Include) Amount,GE04a9_01,/SL04a_GE11_01/GE04a9_01,$.Sales Invoice Line.Invoice Line.(Tax Include) Amount.Value,SalInvoiLninvLn.TaxIncldAmt.Val,,
1475,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04ab,/SL04a_GE11_01/BS04ab,$.Sales Invoice Line.Invoice Line.(Tax Include) Amount.Currency,SalInvoiLninvLn.TaxIncldAmt.Cur,,
1476,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04ab_01,/SL04a_GE11_01/BS04ab_01,$.Sales Invoice Line.Invoice Line.(Tax Include) Amount.Currency.Code,SalInvoiLninvLn.TaxIncldAmt.Cur.Cd,,
1477,2,C,,(Tax Include Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Include Unit Price) Amount,GE04aa,/SL04a_GE11_01/GE04aa,$.Sales Invoice Line.Invoice Line.(Tax Include Unit Price) Amount,SalInvoiLninvLn.TaxInclUntPrcAmt,,
1478,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Include Unit Price) Amount,GE04aa_01,/SL04a_GE11_01/GE04aa_01,$.Sales Invoice Line.Invoice Line.(Tax Include Unit Price) Amount.Value,SalInvoiLninvLn.TaxInclUntPrcAmt.Val,,
1479,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04ac,/SL04a_GE11_01/BS04ac,$.Sales Invoice Line.Invoice Line.(Tax Include Unit Price) Amount.Currency,SalInvoiLninvLn.TaxInclUntPrcAmt.Cur,,
1480,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04ac_01,/SL04a_GE11_01/BS04ac_01,$.Sales Invoice Line.Invoice Line.(Tax Include Unit Price) Amount.Currency.Code,SalInvoiLninvLn.TaxInclUntPrcAmt.Cur.Cd,,
1481,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE04ab,/SL04a_GE11_01/GE04ab,$.Sales Invoice Line.Invoice Line.(Transaction) Amount,SalInvoiLninvLn.TrnscAmt,,
1482,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE04ab_01,/SL04a_GE11_01/GE04ab_01,$.Sales Invoice Line.Invoice Line.(Transaction) Amount.Value,SalInvoiLninvLn.TrnscAmt.Val,,
1483,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS04ad,/SL04a_GE11_01/BS04ad,$.Sales Invoice Line.Invoice Line.(Transaction) Amount.Currency,SalInvoiLninvLn.TrnscAmt.Cur,,
1484,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS04ad_01,/SL04a_GE11_01/BS04ad_01,$.Sales Invoice Line.Invoice Line.(Transaction) Amount.Currency.Code,SalInvoiLninvLn.TrnscAmt.Cur.Cd,,
1485,2,C,,(Basic UOM) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,(Basic UOM) Quantity,GE14g,/SL04a_GE11_01/GE14g,$.Sales Invoice Line.Invoice Line.(Basic UOM) Quantity,SalInvoiLninvLn.BascUomQt,,
1486,3,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,(Basic UOM) Quantity,GE14g_01,/SL04a_GE11_01/GE14g_01,$.Sales Invoice Line.Invoice Line.(Basic UOM) Quantity.Value,SalInvoiLninvLn.BascUomQt.Val,,
1487,3,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS12g,/SL04a_GE11_01/BS12g,$.Sales Invoice Line.Invoice Line.(Basic UOM) Quantity.Measurement Unit,SalInvoiLninvLn.BascUomQt.MeaUnt,,
1488,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS12g_01,/SL04a_GE11_01/BS12g_01,$.Sales Invoice Line.Invoice Line.(Basic UOM) Quantity.Measurement Unit.UOM Code,SalInvoiLninvLn.BascUomQt.MeaUnt.UomCd,,
1489,2,C,,(Invoice) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,(Invoice) Quantity,GE14h,/SL04a_GE11_01/GE14h,$.Sales Invoice Line.Invoice Line.(Invoice) Quantity,SalInvoiLninvLn.InvcQt,,
1490,3,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,(Invoice) Quantity,GE14h_01,/SL04a_GE11_01/GE14h_01,$.Sales Invoice Line.Invoice Line.(Invoice) Quantity.Value,SalInvoiLninvLn.InvcQt.Val,,
1491,3,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS12h,/SL04a_GE11_01/BS12h,$.Sales Invoice Line.Invoice Line.(Invoice) Quantity.Measurement Unit,SalInvoiLninvLn.InvcQt.MeaUnt,,
1492,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS12h_01,/SL04a_GE11_01/BS12h_01,$.Sales Invoice Line.Invoice Line.(Invoice) Quantity.Measurement Unit.UOM Code,SalInvoiLninvLn.InvcQt.MeaUnt.UomCd,,
1493,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS02m,/SL04a_GE11_01/BS02m,$.Sales Invoice Line.Invoice Line.Business Segment,SalInvoiLninvLn.BusSg,,
1494,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS02m_01,/SL04a_GE11_01/BS02m/BS02m_01,$.Sales Invoice Line.Invoice Line.Business Segment.Code,SalInvoiLninvLn.BusSg.Cd,,
1495,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS02m_03,/SL04a_GE11_01/BS02m/BS02m_03,$.Sales Invoice Line.Invoice Line.Business Segment.Segment Reference Level,SalInvoiLninvLn.BusSg.SgRefLevl,,
1496,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,Tax,GE15g,/SL04a_GE11_01/GE15g,$.Sales Invoice Line.Invoice Line.Tax,SalInvoiLninvLn.Tx,,
1497,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS10q,/SL04a_GE11_01/GE15g/BS10q,$.Sales Invoice Line.Invoice Line.Tax.(Credit) Ledger Account,SalInvoiLninvLn.Tx.CrdtLedgrAcnt,,
